train_loss_step,epoch,step,train_loss_epoch
0.12454778701066971,0,9,
0.2169722318649292,0,19,
0.13926979899406433,0,29,
0.1363804042339325,0,39,
0.13116426765918732,0,49,
0.15837997198104858,0,59,
0.16449648141860962,0,69,
0.18055953085422516,0,79,
0.17125406861305237,0,89,
0.14450831711292267,0,99,
0.23559321463108063,0,109,
0.20493769645690918,0,119,
0.17138518393039703,0,129,
0.13526619970798492,0,139,
0.16446031630039215,0,149,
0.19365167617797852,0,159,
0.1454441100358963,0,169,
0.13079984486103058,0,179,
0.15262414515018463,0,189,
0.24528302252292633,0,199,
0.17999450862407684,0,209,
0.17220889031887054,0,219,
0.18554797768592834,0,229,
0.19722002744674683,0,239,
0.152116596698761,0,249,
0.16614052653312683,0,259,
0.1604733020067215,0,269,
0.16500478982925415,0,279,
0.129132479429245,0,289,
0.10525479912757874,0,299,
0.12402752041816711,0,309,
0.16577871143817902,0,319,
0.1791563630104065,0,329,
0.1866203099489212,0,339,
0.1423206478357315,0,349,
0.22479863464832306,0,359,
0.1368948519229889,0,369,
0.20614297688007355,0,379,
0.1333790123462677,0,389,
0.1521117389202118,0,399,
0.196247398853302,0,409,
0.20660914480686188,0,419,
0.151682049036026,0,429,
0.1620246022939682,0,439,
0.1688683182001114,0,449,
0.09656420350074768,0,459,
0.10196331888437271,0,469,
0.1752268522977829,0,479,
0.17476794123649597,0,489,
0.1623540222644806,0,499,
0.14445100724697113,0,509,
0.13271088898181915,0,519,
0.14506863057613373,0,529,
0.13122926652431488,0,539,
0.11999934166669846,0,549,
0.22146554291248322,0,559,
0.17468412220478058,0,569,
0.1824367344379425,0,579,
0.1439446359872818,0,589,
0.16311724483966827,0,599,
0.15162400901317596,0,609,
0.07563361525535583,0,619,
0.09043749421834946,0,629,
0.1765240728855133,0,639,
0.1560598611831665,0,649,
0.16547028720378876,0,659,
0.2031797468662262,0,669,
0.16928815841674805,0,679,
0.12295626103878021,0,689,
0.18989641964435577,0,699,
0.148447647690773,0,709,
0.151438370347023,0,719,
0.1262277513742447,0,729,
0.14803369343280792,0,739,
0.20761063694953918,0,749,
0.21626028418540955,0,759,
0.16533705592155457,0,769,
0.14997124671936035,0,779,
0.16995081305503845,0,789,
0.19004422426223755,0,799,
0.13728436827659607,0,809,
0.16862954199314117,0,819,
0.10160775482654572,0,829,
0.16600295901298523,0,839,
0.15806300938129425,0,849,
0.19254006445407867,0,859,
0.1681133657693863,0,869,
0.21671147644519806,0,879,
0.11945390701293945,0,889,
0.14454180002212524,0,899,
0.18722738325595856,0,909,
0.17153456807136536,0,919,
0.2196841537952423,0,929,
0.17678670585155487,0,939,
0.20499485731124878,0,949,
