epoch,step,train_loss_epoch,train_loss_step
14,5599,,0.0839865580201149
14,5649,,0.07590602338314056
14,5699,,0.08014771342277527
14,5749,,0.07466655969619751
14,5799,,0.07819940149784088
14,5849,,0.07631468772888184
14,5849,0.0799950659275055,
15,5899,,0.07876843214035034
15,5949,,0.08071763813495636
15,5999,,0.0807926207780838
15,6049,,0.07808241248130798
15,6099,,0.0805673897266388
15,6149,,0.07700715214014053
15,6199,,0.07591889798641205
15,6239,0.07875863462686539,
16,6249,,0.07623377442359924
16,6299,,0.07834408432245255
16,6349,,0.08403724431991577
16,6399,,0.07521666586399078
16,6449,,0.07983346283435822
16,6499,,0.07419773936271667
16,6549,,0.07177971303462982
16,6599,,0.08079890161752701
16,6629,0.07838336378335953,
17,6649,,0.0760439857840538
17,6699,,0.07956766337156296
17,6749,,0.0776563510298729
17,6799,,0.07924320548772812
17,6849,,0.0743877962231636
17,6899,,0.08079851418733597
17,6949,,0.07626650482416153
17,6999,,0.07474870979785919
17,7019,0.07703883945941925,
18,7049,,0.07818610221147537
18,7099,,0.07476472109556198
18,7149,,0.07737627625465393
18,7199,,0.07592976838350296
18,7249,,0.07431909441947937
18,7299,,0.08278141915798187
18,7349,,0.07424435764551163
18,7399,,0.07424188405275345
18,7409,0.07627633213996887,
19,7449,,0.07063887268304825
19,7499,,0.07741343230009079
19,7549,,0.0758720263838768
19,7599,,0.07144806534051895
19,7649,,0.07620913535356522
19,7699,,0.07896558195352554
19,7749,,0.0788378193974495
19,7799,,0.07491806149482727
19,7799,0.07540547102689743,
20,7849,,0.0755663514137268
20,7899,,0.07806804776191711
20,7949,,0.07845635712146759
20,7999,,0.07164809107780457
20,8049,,0.07167857885360718
20,8099,,0.07661937177181244
20,8149,,0.07314535975456238
20,8189,0.07485455274581909,
21,8199,,0.0717487707734108
21,8249,,0.07656168192625046
21,8299,,0.08255575597286224
21,8349,,0.07568972557783127
21,8399,,0.07146838307380676
21,8449,,0.07270195335149765
21,8499,,0.07356604933738708
21,8549,,0.08000703901052475
21,8579,0.07452696561813354,
22,8599,,0.07343372702598572
22,8649,,0.0711379125714302
22,8699,,0.0726698562502861
22,8749,,0.07421163469552994
22,8799,,0.06963391602039337
22,8849,,0.07181893289089203
22,8899,,0.07132016122341156
22,8949,,0.07507703453302383
22,8969,0.07379450649023056,
23,8999,,0.07128654420375824
23,9049,,0.07720610499382019
23,9099,,0.0756646990776062
23,9149,,0.0698988288640976
23,9199,,0.06934764981269836
23,9249,,0.0729612186551094
23,9299,,0.07573184370994568
23,9349,,0.07108943909406662
23,9359,0.07338793575763702,
24,9399,,0.07073894143104553
24,9449,,0.07466147840023041
24,9499,,0.07313145697116852
24,9549,,0.07112366706132889
24,9599,,0.07275193929672241
24,9649,,0.07170229405164719
24,9699,,0.07220681011676788
24,9749,,0.07452021539211273
24,9749,0.0729462280869484,
25,9799,,0.07149975001811981
25,9849,,0.0727446898818016
25,9899,,0.07507681846618652
25,9949,,0.07001639157533646
25,9999,,0.07542113959789276
25,10049,,0.07794198393821716
25,10099,,0.07486474514007568
25,10139,0.07280553877353668,
26,10149,,0.07090184837579727
26,10199,,0.07462871819734573
26,10249,,0.0732288807630539
26,10299,,0.07771064341068268
26,10349,,0.06916855275630951
26,10399,,0.0761374682188034
26,10449,,0.06929861754179001
26,10499,,0.07585358619689941
26,10529,0.07253597676753998,
27,10549,,0.07604286074638367
27,10599,,0.06980785727500916
27,10649,,0.07093752920627594
27,10699,,0.0731906071305275
27,10749,,0.07135896384716034
27,10799,,0.07199960947036743
27,10849,,0.08065452426671982
27,10899,,0.07178191840648651
27,10919,0.07238428294658661,
28,10949,,0.07136734575033188
28,10999,,0.06842847168445587
28,11049,,0.0718703344464302
28,11099,,0.07109302282333374
28,11149,,0.07124695181846619
28,11199,,0.07126694917678833
28,11249,,0.07142277806997299
28,11299,,0.07262702286243439
28,11309,0.07230328768491745,
29,11349,,0.07756902277469635
29,11399,,0.08008897304534912
29,11449,,0.07009219378232956
29,11499,,0.07345597445964813
29,11549,,0.07407616078853607
29,11599,,0.07344961166381836
29,11649,,0.07475457340478897
29,11699,,0.07398058474063873
29,11699,0.07212460041046143,
