epoch,step,train_loss_epoch,train_loss_step
0,9,,1.2254064083099365
0,19,,1.2950544357299805
0,29,,1.1939988136291504
0,39,,1.4917652606964111
0,49,,1.094191551208496
0,59,,1.324576497077942
0,69,,1.1730597019195557
0,79,,1.4801101684570312
0,89,,1.314384937286377
0,99,,1.2391613721847534
0,109,,1.1861703395843506
0,119,,1.5459662675857544
0,129,,1.2781859636306763
0,139,,1.2367746829986572
0,149,,1.2242158651351929
0,159,,1.2575052976608276
0,169,,1.3055477142333984
0,179,,1.3457483053207397
0,189,,1.3027045726776123
0,199,,1.1393800973892212
0,209,,1.3096925020217896
0,219,,1.2590464353561401
0,229,,1.4480355978012085
0,239,,1.3067454099655151
0,249,,1.3386739492416382
0,259,,1.384478211402893
0,269,,1.2612378597259521
0,279,,1.295519232749939
0,289,,1.2522714138031006
0,299,,1.2932029962539673
0,309,,1.2127240896224976
0,319,,1.2408605813980103
0,329,,1.2919769287109375
0,339,,1.5193493366241455
0,349,,1.2842391729354858
0,359,,1.2753864526748657
0,367,1.2964268922805786,
1,369,,1.4338582754135132
1,379,,1.4077881574630737
1,389,,1.195902705192566
1,399,,1.129467487335205
1,409,,1.138979196548462
1,419,,1.1381731033325195
1,429,,1.007906436920166
1,439,,0.9942724704742432
1,449,,0.896284282207489
1,459,,0.8683714270591736
1,469,,1.0136957168579102
1,479,,0.976227343082428
1,489,,0.9390555024147034
1,499,,1.0996865034103394
1,509,,1.0227360725402832
1,519,,1.0020955801010132
1,529,,1.0335965156555176
1,539,,0.8743536472320557
1,549,,1.0339934825897217
1,559,,1.0335156917572021
1,569,,1.0713838338851929
1,579,,0.9294297099113464
1,589,,1.01212477684021
1,599,,0.9546738862991333
1,609,,1.044327735900879
1,619,,1.1150102615356445
1,629,,0.9931984543800354
1,639,,0.9530380964279175
1,649,,1.0017874240875244
1,659,,0.8345864415168762
1,669,,1.0116676092147827
1,679,,0.9999967217445374
1,689,,1.0016229152679443
1,699,,1.0653170347213745
1,709,,0.901702880859375
1,719,,0.9293036460876465
1,729,,1.0478169918060303
1,735,1.0271196365356445,
2,739,,0.9106355309486389
2,749,,0.8825172781944275
2,759,,0.9872333407402039
2,769,,1.0131909847259521
2,779,,0.9127605557441711
2,789,,0.8451352119445801
2,799,,0.8267834782600403
2,809,,0.9795398712158203
2,819,,1.1326676607131958
2,829,,1.0787633657455444
2,839,,0.7962137460708618
2,849,,0.8919985294342041
2,859,,1.1416244506835938
2,869,,0.9388464689254761
2,879,,0.8618078231811523
2,889,,0.9890205264091492
2,899,,1.080688714981079
2,909,,1.0588979721069336
2,919,,1.072933554649353
2,929,,0.8979316353797913
2,939,,0.9606438279151917
2,949,,0.8323062062263489
2,959,,0.8776693344116211
2,969,,0.979042649269104
2,979,,0.8763057589530945
2,989,,1.0725246667861938
2,999,,0.7561873197555542
2,1009,,0.9947765469551086
2,1019,,0.9769684672355652
2,1029,,0.8821510672569275
2,1039,,0.8903279304504395
2,1049,,0.8927931189537048
2,1059,,0.9356122612953186
2,1069,,0.997150719165802
2,1079,,0.932211697101593
2,1089,,0.8134899139404297
2,1099,,0.8298032283782959
2,1103,0.9451233148574829,
3,1109,,0.9132294654846191
3,1119,,0.9929996132850647
3,1129,,0.9366944432258606
3,1139,,0.8679617047309875
3,1149,,1.0620243549346924
3,1159,,1.0493230819702148
3,1169,,0.830439567565918
3,1179,,0.9139670133590698
3,1189,,0.8600882291793823
3,1199,,0.8916136026382446
3,1209,,0.7979314923286438
3,1219,,0.8547191023826599
3,1229,,1.019916296005249
3,1239,,0.9879024624824524
3,1249,,0.8767166137695312
3,1259,,1.0081508159637451
3,1269,,0.9464678168296814
3,1279,,0.8821496367454529
3,1289,,0.9418515563011169
3,1299,,0.9518292546272278
3,1309,,0.8179876804351807
3,1319,,0.7571450471878052
3,1329,,0.9475933313369751
3,1339,,0.9534928798675537
3,1349,,0.8883341550827026
3,1359,,0.8467883467674255
3,1369,,1.128000259399414
3,1379,,0.8244161605834961
3,1389,,0.8296099305152893
3,1399,,0.9115234613418579
3,1409,,0.9327487945556641
3,1419,,1.021788477897644
3,1429,,0.8529683351516724
3,1439,,0.8327963352203369
3,1449,,1.0926793813705444
3,1459,,0.902734100818634
3,1469,,0.9103381037712097
3,1471,0.8946838974952698,
4,1479,,0.925257682800293
4,1489,,1.0755772590637207
4,1499,,0.9971221685409546
4,1509,,0.8605694770812988
4,1519,,0.8496477603912354
4,1529,,0.8557379245758057
4,1539,,0.8567657470703125
4,1549,,0.8640789985656738
4,1559,,0.7084641456604004
4,1569,,0.8524353504180908
4,1579,,0.7618190050125122
4,1589,,0.9661316871643066
4,1599,,0.7319173216819763
4,1609,,0.8563637137413025
4,1619,,0.8907390832901001
4,1629,,0.7087275981903076
4,1639,,0.8710399866104126
4,1649,,0.9432996511459351
4,1659,,0.8639954328536987
4,1669,,0.7632482647895813
